product_id,product_name,category,subcategory,brand,price,cost,profit_margin,description,image_url,weight_kg,created_at
1,Johnson-Davis Skincare Kit,Beauty,Skincare,"Gonzalez, Santos and Gardner",14.75,7.52,49.02,"Operation speak according south recently future choice. Bill here grow gas enough analysis.
By two bad fall pick those gun. Relate animal direction eye bag. Term herself law street class.",https://picsum.photos/432/644,11.85,2025-08-28 23:35:57
2,Premium Smartphones Pro,Electronics,Smartphones,Hicks Inc,232.71,114.74,50.69,"Check civil quite others.
Other life edge network wall quite. Race Mr environment political. Fall citizen about reveal.",https://dummyimage.com/39x229,4.49,2025-11-23 16:44:58
3,The Soon No,Books,Educational,Hickman Ltd,41.42,16.68,59.73,"Human public health tonight later. Different full open discover detail.
Arrive attack all form method everything magazine much. Office drug list imagine behind probably great.",https://placekitten.com/200/103,2.13,2025-07-15 09:06:46
4,Fitness Champion,Sports,Fitness,Mitchell-Horton,185.9,99.94,46.24,"Choice father why often my security arm. Live try most arm meet surface attention attack. Identify walk now often always.
Price north first end prove fire. How public feel first sell.",https://dummyimage.com/140x500,1.67,2025-04-07 02:44:35
5,Modern Lighting Piece,Home & Garden,Lighting,Campbell-Clark,1330.47,724.65,45.53,"Reach table measure economy traditional. Begin interest everybody. Four capital woman.
Necessary into act away third tough. Along hard need involve among half value.",https://picsum.photos/316/484,17.12,2025-10-24 01:57:19
6,Brennan-Garrison Snacks Mix,Food & Beverage,Snacks,Gonzalez Group,39.87,23.18,41.86,Star the development process huge. Ten whom evidence political hundred. Former agree theory end oil worker although.,https://placekitten.com/824/605,14.07,2025-02-04 20:52:34
7,Jordan PLC Skincare Kit,Beauty,Skincare,Dixon Ltd,125.73,58.9,53.15,"Exist professional people behavior. Pull different current agency each.
Sure authority increase picture create recent manager during. Throughout team those. Despite sound receive let newspaper true.",https://placekitten.com/567/992,13.72,2025-03-20 08:24:04
8,Mccarthy Inc Snacks Mix,Food & Beverage,Snacks,Russell-Daniels,25.22,10.41,58.72,"Deal information toward once. Task she herself. Wall fear hope.
Section national owner determine detail job ahead. Protect something right subject try wonder. Agree hour north agree poor career left.",https://picsum.photos/863/516,4.33,2025-06-18 02:02:43
9,Equipment Champion,Sports,Equipment,Wells Inc,443.49,291.44,34.28,Let eight hard paper white. Sing clearly find official. Office traditional heart walk cup.,https://picsum.photos/549/660,14.97,2025-11-05 01:26:32
10,Pro Apparel Gear,Sports,Apparel,Peterson-Beard,205.71,100.33,51.23,Act way beat result major serve real. Large admit family identify during professional hard.,https://dummyimage.com/739x367,15.86,2024-12-22 22:20:25
11,Pro Apparel Kit,Sports,Apparel,King Group,41.13,22.73,44.74,"Husband available picture approach. Specific we be easy.
Paper so difficult mission late kind. Wrong figure perform participant science way debate decision. Church community avoid able.",https://picsum.photos/591/899,13.67,2025-06-17 11:02:59
12,The Among Visit,Books,Educational,"Matthews, Smith and Hubbard",39.59,21.22,46.4,American series like prepare trouble consider one. Why like impact fly bit claim in.,https://dummyimage.com/546x268,19.44,2025-06-05 14:00:21
13,Organic Beverages,Food & Beverage,Beverages,Jimenez Ltd,52.25,23.12,55.75,"Relate indeed lot line lead certain course. Meet these tell everybody so increase various meet.
Rise study oil process tend.",https://dummyimage.com/679x205,12.02,2025-01-25 03:50:54
14,Pro Fitness Kit,Sports,Fitness,"Clay, Freeman and Weaver",64.82,35.34,45.48,Doctor range explain dinner. Its better plant their. Coach federal ahead food argue grow. Certainly most not society color bad.,https://placekitten.com/781/735,14.66,2025-04-11 08:11:54
15,Lawson LLC Snacks Mix,Food & Beverage,Snacks,Fields PLC,97.86,60.0,38.69,"Pick tough position final. Almost half capital travel force indeed.
Skill theory hand maybe. Store either station loss southern.",https://placekitten.com/965/51,10.6,2025-11-25 20:08:02
16,The Challenge Answer,Books,Children,Price LLC,48.4,37.34,22.85,"Onto risk those pressure street past. Allow have kitchen wear talk. Wonder happen top population.
Every why we station begin deep. Wife anything four writer skin day stop never.",https://placekitten.com/223/925,18.0,2025-03-13 11:27:41
17,Pro Fitness Gear,Sports,Fitness,"Hernandez, Martinez and Weber",131.47,55.95,57.44,Republican herself our far measure involve soldier. Table prepare shoulder result. Involve thousand including still human. Fine fine effort well.,https://picsum.photos/639/720,4.66,2025-07-29 21:03:32
18,Tablets Ultra,Electronics,Tablets,"Gallegos, Adams and White",188.17,93.18,50.48,"Go consider century price attorney scientist. Begin most heavy.
Church find food walk other third. Church pay purpose evening. Magazine kind event sense box involve.",https://picsum.photos/881/359,9.51,2025-05-14 02:15:29
19,Organic Gourmet,Food & Beverage,Gourmet,Wilson-Smith,81.33,38.73,52.38,"Soon peace story turn. Join black job hundred. How financial fund four.
Member box member town. Go when population challenge bill eight.",https://placekitten.com/620/562,13.5,2025-01-08 06:01:48
20,Gilbert PLC Skincare Collection,Beauty,Skincare,"Huang, Cole and Pacheco",21.52,14.88,30.86,"Painting may whatever late specific study. Mean common easy just.
Mission city health executive impact full our. Positive at behind question exist rich prevent trade. Four old center glass.",https://picsum.photos/393/463,8.5,2025-02-15 14:39:42
21,Modern Outdoor Piece,Home & Garden,Outdoor,Williams-Diaz,389.71,299.81,23.07,Particular sell six doctor dream whole. Tough create question now key show sing.,https://picsum.photos/923/715,18.53,2025-05-27 13:35:15
22,Moody-Taylor Beverages Mix,Food & Beverage,Beverages,Lowery-Kennedy,19.13,11.37,40.56,"Large accept bad eight strong nature road. Institution simply down business draw police performance.
Student matter movie place. Drop century investment pass drive indicate professor.",https://picsum.photos/212/680,5.38,2025-01-03 15:42:23
23,Organic Gourmet,Food & Beverage,Gourmet,Blackwell LLC,30.67,20.81,32.15,"Huge spring list already positive experience television. Tend forward buy.
Threat sea thus hit wind many. Happen something entire bar interesting issue yet. Nation fly bag produce.",https://picsum.photos/327/63,14.98,2025-11-12 00:38:21
24,Smartphones Plus,Electronics,Smartphones,Moreno Group,1189.15,714.85,39.89,"Economic box save material hit. Brother simple region Democrat partner really your. But table later together knowledge.
Property remember nearly face feel church. Soldier meeting building cut.",https://picsum.photos/838/151,1.45,2025-04-19 13:22:48
25,Torres and Sons Beverages Mix,Food & Beverage,Beverages,Donovan-Perez,42.17,32.75,22.34,Suffer economy play nearly by. Pass behavior political option oil. Probably result painting successful.,https://dummyimage.com/122x323,18.7,2025-05-27 20:20:36
26,DarkTurquoise Kids Dress,Clothing,Kids,Wright-Davis,83.03,46.36,44.16,"Ten industry while total spend value. Couple city you level these market.
Measure whom Democrat good anything manager. Experience account blue care enough hand idea.
Anything no guy eye hit late.",https://placekitten.com/286/671,1.56,2025-04-20 03:22:59
27,Designer Shoes Style,Clothing,Shoes,"Wiggins, Soto and Carlson",90.58,70.05,22.67,"Officer return on color pick people subject challenge. All way body affect finish.
Real improve simple turn their save. Relationship million night your.",https://picsum.photos/560/589,12.27,2025-07-28 03:39:33
28,Organic Pantry,Food & Beverage,Pantry,"Horton, Taylor and Gilbert",3.76,2.73,27.39,Drug prove most point appear. Form line race case who within. Imagine various there local. Sense expert experience arrive shoulder.,https://placekitten.com/18/611,5.52,2025-08-08 12:48:45
29,The Minute Visit,Books,Non-Fiction,Simon Ltd,37.29,17.95,51.86,"Add front far purpose. Compare task today still middle.
Protect continue cell food easy end. Land environment form old of.
Realize artist brother fill if maybe. Real police wait happen determine.",https://placekitten.com/740/159,16.6,2025-01-30 00:19:47
30,Premium Smartphones Pro,Electronics,Smartphones,Chavez PLC,700.44,316.83,54.77,"Nor next pull final against effort able. Official and general as yes. Worry line expert conference.
Hear through large true help bag. Card team budget year hotel camera without.
Without leg rest.",https://picsum.photos/914/99,11.26,2025-10-01 00:48:40
31,Premium Smartphones Pro,Electronics,Smartphones,Young-Walter,1892.85,1280.34,32.36,Including every news option same. Personal interview many win. Skill five indicate chance heavy senior.,https://placekitten.com/149/385,2.64,2025-09-24 17:28:55
32,Modern Kitchen Piece,Home & Garden,Kitchen,Rowe-James,1350.49,970.26,28.15,Final growth third letter sort reveal. Trial have including none determine certainly. Network once result far cultural.,https://placekitten.com/1000/376,7.14,2025-08-23 16:33:56
33,The During Author,Books,Children,"Durham, Hopkins and Smith",48.82,34.16,30.03,"In admit reveal movie expert maybe recently. South travel blood benefit chance court. Education great some bad where learn during.
Range summer president teach service. If help live PM.",https://picsum.photos/973/555,15.67,2025-12-11 08:15:24
34,Outdoor Champion,Sports,Outdoor,"Allen, Davenport and Price",140.73,100.61,28.51,Himself science so ready bad seat. Approach join stuff future shoulder western. Why for plant situation late direction.,https://picsum.photos/271/178,7.06,2025-06-02 19:29:17
35,Hughes-Miller Beverages Mix,Food & Beverage,Beverages,"Stein, Spence and Armstrong",24.62,16.35,33.59,College especially environmental certainly cold every. Machine baby edge east person.,https://placekitten.com/409/368,13.62,2025-10-11 13:11:07
36,Allen-Hopkins Pantry Mix,Food & Beverage,Pantry,"Henderson, Bennett and Cole",35.12,14.44,58.88,Old move type thank industry already why. Order trial body eat professor coach partner. Worker quality hundred sell whole involve action. Develop section newspaper reach determine.,https://picsum.photos/926/653,6.98,2025-04-13 01:07:55
37,"Simmons, Murray and Salinas Organic Mix",Food & Beverage,Organic,"Lopez, Davidson and Reynolds",45.33,35.98,20.63,"Third last involve above Democrat everything region somebody.
Son Mr hand culture. Energy television month police. Home hotel box goal leader common purpose song.",https://placekitten.com/1013/837,0.13,2025-06-26 09:41:07
38,Jackson-Ellis Pantry Mix,Food & Beverage,Pantry,"Barton, Simpson and Dixon",69.63,54.04,22.39,Environmental myself yard my. Service kid despite. Bill stop seem fear yourself last.,https://dummyimage.com/195x277,13.3,2025-12-09 06:00:47
39,Riddle Ltd Tablets,Electronics,Tablets,Burton-Brooks,1038.89,692.69,33.32,"Idea seek reason theory. Wear force able similar run room learn.
Somebody huge why station. Environmental stock front official not magazine gas. Animal phone student.
Upon citizen lead yeah.",https://placekitten.com/479/879,8.47,2025-01-21 20:30:21
40,Outdoor Champion,Sports,Outdoor,Reyes Ltd,311.6,162.15,47.96,Finish thing case similar. Political quality attention none.,https://dummyimage.com/386x802,9.35,2025-08-25 09:12:24
41,Outdoor Champion,Sports,Outdoor,"Fisher, Payne and Thompson",260.48,186.89,28.25,"Admit attack energy always. We huge expert Republican. Interest I policy Mrs check base.
Tv window choice force only shake power. Financial join well draw.",https://picsum.photos/710/530,1.96,2025-05-10 20:32:32
42,Organic Beverages,Food & Beverage,Beverages,Brown-Villarreal,68.26,33.44,51.01,"Church significant thus purpose boy scientist. Analysis television each.
Him change use tax need trial. Different eat trouble floor step number. Maybe top conference source.",https://picsum.photos/16/755,9.16,2025-04-09 16:19:52
43,"Hodges, Sanchez and Smith Tools Kit",Beauty,Tools,"Franco, Wiley and Tapia",46.94,31.85,32.15,"Support road billion morning draw man.
Republican behavior TV today. Including time learn security oil measure PM.",https://dummyimage.com/216x336,17.86,2025-06-16 10:24:59
44,Organic Snacks,Food & Beverage,Snacks,Lewis LLC,78.51,38.28,51.24,"Represent why how any. Employee wrong all identify laugh.
Behind big soldier building article. Candidate statement head piece popular. Only true avoid young cup position speak begin.",https://dummyimage.com/124x179,16.05,2025-05-15 04:25:45
45,Luxury Tools,Beauty,Tools,Harper-Johnson,197.7,126.17,36.18,"Speak line group once. Wind beyond prevent entire staff.
Offer work home very yard. Compare or south recently.",https://picsum.photos/662/121,9.06,2025-02-12 19:14:37
46,Taylor-Moore Beverages Mix,Food & Beverage,Beverages,Conner-Yu,84.47,43.16,48.9,"Religious no threat party. Development open compare fill read camera. We we hot.
Consider fish speak. Determine not view cell seat draw word collection. Start prove role from.",https://dummyimage.com/98x790,4.77,2025-09-27 22:39:01
47,Modern Kitchen Piece,Home & Garden,Kitchen,Phillips LLC,1341.68,579.92,56.78,"Avoid color heart rule. Walk within full world throw relate issue.
Threat church big day couple recent reveal role. Produce father benefit hotel near.",https://picsum.photos/781/756,1.38,2025-06-08 13:23:41
48,Team Sports Champion,Sports,Team Sports,Randall PLC,275.88,156.23,43.37,"Reach view of dog federal house take. Maybe too song. Challenge we last we cold deep cover amount.
Dark state challenge organization floor road. Beautiful news need task.",https://placekitten.com/825/294,9.59,2025-08-10 19:32:46
49,LavenderBlush Kitchen,Home & Garden,Kitchen,"Cohen, Compton and Perez",1135.14,841.57,25.86,"Similar fly rock painting become kid. Scientist service test start middle city.
Idea sister modern notice community themselves customer. Economic lead truth relate.",https://picsum.photos/185/583,0.68,2025-05-16 13:31:16
50,Modern Outdoor Piece,Home & Garden,Outdoor,"Owen, Walker and Franklin",1091.79,803.78,26.38,Interest heavy give edge level. Station however bill memory production successful hear.,https://placekitten.com/702/455,1.77,2025-07-13 01:37:42
51,Outdoor Champion,Sports,Outdoor,Arroyo LLC,434.76,205.51,52.73,Great season film small former. One less brother approach plant.,https://picsum.photos/324/1002,15.25,2025-02-05 16:37:08
52,Pro Team Sports Kit,Sports,Team Sports,Perez LLC,378.48,277.34,26.72,"Bill me fill assume. Fear fact road.
Full thousand yet garden top grow could. Affect difference world deep against mean. Hand practice also theory. Side perhaps order answer blue.",https://placekitten.com/517/971,20.0,2025-02-14 21:42:57
53,Modern Decor Set,Home & Garden,Decor,"Williamson, Campbell and Glover",982.21,699.82,28.75,Participant sing story win group. Far always many debate value former. Actually become book.,https://dummyimage.com/283x349,4.85,2025-05-05 06:51:53
54,Pro Fitness Kit,Sports,Fitness,Wilson Ltd,286.35,139.51,51.28,"Billion treat lot notice. Consider here grow agreement range stuff.
Turn both in animal energy fire relate. Should office north within prove full mission.",https://dummyimage.com/481x161,15.58,2025-06-07 22:36:30
55,DarkOrchid Kids Dress,Clothing,Kids,"Torres, Romero and Clark",45.81,18.79,58.98,Guy approach development lawyer nice people. Respond guy laugh best probably able great. Natural hear blood to manage.,https://placekitten.com/886/989,2.13,2025-10-16 18:40:30
56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,Organic,Waller-Chavez,85.48,54.72,35.99,"Include record security federal. Team Republican very plan cut person fact.
Wonder practice when mean. Report set no old wall report. Experience suggest space mission agent certainly prove.",https://picsum.photos/459/796,1.47,2025-07-03 20:36:32
57,"King, Oliver and Norman Haircare Collection",Beauty,Haircare,"Mckinney, Richardson and Chapman",12.4,7.04,43.23,Simply who family concern radio. While same budget American. News candidate once effort form. Always up others similar.,https://placekitten.com/499/81,8.77,2025-11-26 09:25:08
58,Luxury Tools,Beauty,Tools,"Lee, Palmer and Vaughan",193.44,98.27,49.2,"Mouth phone decision picture defense rate structure. Mrs reflect wish simple position.
Agency response also available. Some newspaper offer direction.",https://dummyimage.com/177x576,17.05,2025-05-14 13:30:00
59,Organic Snacks,Food & Beverage,Snacks,"Thomas, Williams and Armstrong",30.06,17.44,41.98,Natural be decide scientist rise deep town. Central contain pattern education boy provide note. Surface usually yes.,https://dummyimage.com/453x893,9.8,2025-11-08 16:51:40
60,SandyBrown Kitchen,Home & Garden,Kitchen,"Gonzalez, Gross and Sims",523.7,393.89,24.79,"Support place spend. If operation trade necessary myself your line simple.
Development sign run fact let member. Hair action draw who word range. Cell city not not the certainly rule.",https://placekitten.com/560/539,9.82,2025-07-16 20:10:42
61,Eaton-Smith Beverages Mix,Food & Beverage,Beverages,Gonzales and Sons,69.99,46.08,34.16,"Poor deep cost gun response brother discover. Result loss long decision claim street.
Amount of claim picture always.",https://placekitten.com/541/343,13.87,2025-09-09 16:38:27
62,Khaki Lighting,Home & Garden,Lighting,Valenzuela-Greene,566.15,351.8,37.86,Sell behavior process top much ability visit. Miss have analysis morning director sort. Go source traditional student office international.,https://dummyimage.com/420x646,5.49,2025-05-07 03:04:02
63,LightGoldenRodYellow Decor,Home & Garden,Decor,White-Hansen,198.57,94.72,52.3,"Write officer similar huge catch. Security land record class. Meet skill song pass range.
Home player source statement.",https://picsum.photos/489/0,14.52,2025-01-20 03:54:06
64,Organic Pantry,Food & Beverage,Pantry,Perez-Mccarty,60.89,48.24,20.78,Offer end imagine blood authority family. Sort what then spend. Economic kind help low during fund simply.,https://placekitten.com/389/1021,14.19,2025-03-04 23:29:42
65,Designer Kids Line,Clothing,Kids,"Rubio, Charles and Watson",27.97,11.8,57.81,"Together thing off ever consumer share memory. Develop office approach son long must. Girl team simply lead build million firm.
Purpose here beyond.",https://picsum.photos/306/968,9.44,2025-02-24 00:34:01
66,Pro Team Sports Equipment,Sports,Team Sports,Cervantes Group,100.34,42.2,57.94,Last free guess night. General in go quickly paper. Office power company sister great pull maintain. Threat high expert place certain cold space.,https://placekitten.com/480/515,3.12,2025-09-15 13:26:12
67,Organic Pantry,Food & Beverage,Pantry,Perez-Rojas,95.07,41.27,56.59,Call money color along ground trip ten level. Various nature career way much opportunity lead. Itself policy move training loss dinner become.,https://dummyimage.com/18x881,15.54,2025-08-06 06:56:46
68,Pro Equipment Gear,Sports,Equipment,Henderson and Sons,455.17,236.21,48.11,Space range expect sea speak include table consumer. Book lay laugh red man. Affect anyone movement control bill especially.,https://picsum.photos/146/962,18.96,2025-03-02 01:49:48
69,Designer Women Line,Clothing,Women,Price-Ali,90.42,39.1,56.76,Pick among visit minute. Loss federal growth appear project. Door its address some.,https://placekitten.com/80/993,9.07,2025-06-05 08:15:49
70,Monitored fresh-thinking superstructure,Books,Children,"Richardson, Smith and Little",18.11,8.92,50.75,Third people hair per. Return probably much hold model marriage. Child executive important focus benefit probably analysis.,https://picsum.photos/145/26,8.56,2025-08-29 02:29:42
71,The Writer Voice,Books,Non-Fiction,"Williams, Jones and Torres",34.14,26.06,23.67,Best rise mother country moment eat personal. Next newspaper second short.,https://placekitten.com/438/768,8.84,2025-12-12 02:46:58
72,Team Sports Champion,Sports,Team Sports,Ingram Ltd,352.87,274.2,22.29,"Memory number occur behind leave choose enter. Economic eight feel now notice design baby foot.
Major together reflect standard. Organization feel room office. Sister two free they.",https://dummyimage.com/303x270,12.11,2025-01-18 11:50:39
73,Smartphones X,Electronics,Smartphones,"Gilbert, Fitzgerald and Sanchez",496.4,332.45,33.03,"Since food under become public. Half couple general pretty show college.
Start sort perhaps key under do rate choose. Both approach we unit. Add really born late age.",https://picsum.photos/523/348,13.07,2025-04-06 17:39:58
74,CadetBlue Decor,Home & Garden,Decor,Hall-James,1495.48,858.93,42.56,"Machine others because current whom night. Always two figure.
Season adult range green few you. Every artist election hit yourself wrong want. Difficult game hotel case role.",https://dummyimage.com/297x323,13.44,2025-01-12 18:32:26
75,"Mahoney, Hill and Maxwell Beverages Mix",Food & Beverage,Beverages,Anderson Inc,34.99,23.7,32.27,Environment note discuss discussion reach grow read live. Suffer light power contain hold listen clearly. Allow share address establish including. Serious at until worry term.,https://placekitten.com/86/503,5.12,2025-07-14 07:46:18
76,Premium Accessories Pro,Electronics,Accessories,"Ellison, Vaughn and Mckee",1736.58,1267.65,27.0,Bed may conference one thus national hotel. Late condition opportunity Republican dark lawyer. Food possible represent clearly run.,https://picsum.photos/307/332,12.49,2025-02-24 21:37:37
77,Pro Equipment Equipment,Sports,Equipment,"Aguirre, Franklin and Snyder",382.4,184.1,51.86,Process law kind over according think everything pick. Any challenge president already take.,https://placekitten.com/562/674,19.47,2025-05-27 02:58:16
78,Polarized uniform solution,Books,Non-Fiction,"Hart, Stone and Welch",36.94,19.37,47.56,"This discussion fact cover. Agency personal brother summer. Yourself increase free night point action cut example.
Feel nearly short box four. Right pattern ahead compare form full.",https://picsum.photos/724/135,12.99,2025-04-05 08:32:41
79,White Accessrories Dress,Clothing,Accessrories,Crawford and Sons,280.81,145.11,48.32,"Stop few modern company hear also dark. Kitchen agent lot matter. Future low them financial force.
Quality car right least require mission about. Reach organization beautiful.",https://picsum.photos/322/560,7.73,2024-12-23 08:40:15
80,Digitized tertiary website,Books,Comics,Ruiz Ltd,38.58,17.54,54.54,Himself beat hot relate.,https://dummyimage.com/944x349,5.73,2025-10-11 16:12:06
81,PaleGreen Lighting,Home & Garden,Lighting,"Sanchez, Moore and Olson",878.29,583.16,33.6,"Decade really issue woman note garden. Community prove school Republican student.
Other foot best knowledge final image our rate. Side her management produce bed stage thought tough.",https://picsum.photos/915/400,9.16,2025-09-08 02:39:53
82,PowderBlue Decor,Home & Garden,Decor,Smith PLC,1471.55,729.19,50.45,"Technology tend dog reduce. Personal Republican image itself deep community. Could his under style.
Young prove care author administration. Price window career case south team throw.",https://placekitten.com/572/952,14.13,2025-01-16 19:40:02
83,Hunt-Harrison Gourmet Mix,Food & Beverage,Gourmet,"Rivera, Gomez and Levine",40.45,26.92,33.45,Cold reason our fight size. Article list college appear wrong.,https://picsum.photos/845/784,17.41,2025-08-31 00:20:00
84,Turner-Reese Gourmet Mix,Food & Beverage,Gourmet,"Hall, Vega and Price",12.67,9.68,23.6,"Most itself eye something. Question which raise American truth PM.
Truth teach friend environment better pressure hospital significant. Same open crime front real. Finish action across attack.",https://placekitten.com/266/769,15.65,2025-10-10 02:08:18
85,LightCoral Kitchen,Home & Garden,Kitchen,Norman LLC,942.42,526.81,44.1,Home you election spend concern attorney. Particular condition man century shoulder.,https://dummyimage.com/7x1004,17.46,2025-06-04 18:49:12
86,Cameras Max,Electronics,Cameras,Chen Ltd,183.42,119.68,34.75,"Movement which ball least short possible. Never whose produce federal.
Piece grow be plan. Cause cover rest or majority. Society poor matter who.",https://placekitten.com/289/1001,14.11,2024-12-24 20:08:53
87,Premium Accessories Pro,Electronics,Accessories,Wilson PLC,374.41,194.61,48.02,As dark front structure scene. Food wish office case student soldier. Or friend building. Serious collection have close.,https://picsum.photos/974/259,8.67,2025-02-11 00:08:36
88,ForestGreen Shoes Pants,Clothing,Shoes,Wilson PLC,132.43,89.09,32.73,"Gun seven music despite show process everybody create. Rate why listen computer.
Population expect itself.",https://dummyimage.com/844x409,10.0,2025-11-28 14:35:36
89,Optional client-server data-warehouse,Books,Non-Fiction,Harris-Martinez,15.45,10.12,34.5,"Exactly book letter industry. Detail far church some well town. Wife talk beat tax majority yet option.
Address into their easy its. Through option chance off above. Always likely shoulder.",https://picsum.photos/25/832,1.57,2025-02-06 23:26:00
90,Modern Lighting Set,Home & Garden,Lighting,Sawyer Group,462.75,363.17,21.52,"Phone region ability physical his real. Allow international especially watch my some skin.
Thing save area war push thousand book half. American hand possible relate night similar catch friend.",https://placekitten.com/598/925,4.82,2025-05-09 09:50:09
91,Persevering background artificial intelligence,Books,Educational,"Hernandez, Hernandez and Harris",30.87,24.61,20.28,Fall wide must. Listen information scene again. As the discussion water popular. Official pretty skin main program morning.,https://picsum.photos/314/330,18.22,2025-01-31 20:12:59
92,Luxury Fragrances,Beauty,Fragrances,"Turner, Knapp and Sullivan",168.24,128.06,23.88,"Way until choose wife. Wish former relate listen face want wonder. Project son rock two full both look.
Question bring agent pay.",https://dummyimage.com/807x398,13.59,2025-04-19 20:11:07
93,Smith-Cooper Makeup Collection,Beauty,Makeup,Lewis Group,129.37,98.5,23.86,Eye south wife interest to cause. Our century field write moment friend value opportunity. Because important trial increase new report.,https://placekitten.com/967/254,1.89,2025-09-02 01:13:52
94,Black Kitchen,Home & Garden,Kitchen,"Cardenas, Brooks and Quinn",1126.27,529.64,52.97,"Clear around floor there career.
Evening information treatment. Any factor police baby create physical.
Sell myself their step rate feeling rate read. Move goal century carry.",https://dummyimage.com/233x854,18.29,2025-12-08 04:29:50
95,Team Sports Champion,Sports,Team Sports,"Olsen, Walker and Vincent",375.81,201.24,46.45,"Film decide wonder interesting several. Back simple serious amount.
Soldier message arrive. Training analysis feeling act.
Turn day top continue. Ahead certainly second everyone often goal.",https://picsum.photos/777/868,19.35,2025-07-05 03:38:05
96,Miller Group Pantry Mix,Food & Beverage,Pantry,Cruz Group,38.48,27.56,28.38,Reach subject difficult imagine world. Country attorney subject little quickly conference. Public how mission put budget house reason. Scientist throughout collection hair.,https://dummyimage.com/571x301,11.73,2025-01-28 09:26:34
97,Reyes Ltd Organic Mix,Food & Beverage,Organic,Hernandez-Howell,13.51,6.67,50.63,"Produce mind man letter. Product make energy gas teacher.
Weight all involve. Himself fire heavy least. Computer process single.",https://dummyimage.com/722x582,18.2,2025-01-10 06:58:51
98,Modern Outdoor Set,Home & Garden,Outdoor,Wright Ltd,192.68,80.57,58.18,"Be read than boy college Mrs also price. Nothing top entire receive onto worry.
Hope occur space beyond push from me. Coach federal wide cut player wind. Subject movie explain answer.",https://placekitten.com/514/928,7.83,2025-10-09 22:15:54
99,SpringGreen Lighting,Home & Garden,Lighting,"Sims, Boyd and Diaz",640.31,446.24,30.31,"Character rate feel itself five. Plant suffer environment expert.
Rather door draw change agree. Less nice job positive already.
Carry election sound probably compare. White magazine after.",https://placekitten.com/1024/247,18.79,2025-09-01 09:25:13
