product_id,product_name,category,subcategory,brand,price,cost,profit_margin,description,image_url,weight_kg,created_at
100,LavenderBlush Furniture,Home & Garden,Furniture,Thompson LLC,1041.62,507.17,51.31,"Effect operation make hear we first. Little east everyone six certain little. Start again whom paper success production.
Education his police red total.",https://placekitten.com/328/898,1.3,2025-04-19 14:50:25
101,Modern Decor Set,Home & Garden,Decor,"Daniel, Kelley and Murphy",1452.95,1132.73,22.04,"Political contain kitchen.
Husband pick finish. Book economic require should.
Rate society floor long same end reach step. Cup increase consider then war.",https://dummyimage.com/28x891,1.11,2025-11-03 17:03:58
102,Modern Decor Set,Home & Garden,Decor,Johnson LLC,1483.45,1060.36,28.52,"Late eat old positive beat light the window. Rather require remain save eight believe.
Four dog traditional. Vote whose our security animal effect people few.",https://dummyimage.com/575x738,6.64,2025-04-06 07:31:29
103,LightGray Shoes Pants,Clothing,Shoes,Hall Inc,15.81,11.75,25.68,Clear level break time manager. Ground remember magazine manage suffer term. Glass data exist strong.,https://picsum.photos/314/59,2.72,2025-06-14 04:09:07
104,Modern Decor Piece,Home & Garden,Decor,"Campbell, Yates and Manning",891.5,362.23,59.37,High human concern whole tend become system clear. Expect sell pressure building make it. Tough page grow benefit happen.,https://placekitten.com/949/459,14.94,2025-09-09 22:39:22
105,Equipment Champion,Sports,Equipment,Carroll-Arnold,391.23,236.81,39.47,"Blue interesting behind produce nothing effect effort.
Administration scientist leg skill successful and indicate. Finish right serious last space.",https://dummyimage.com/738x808,9.22,2025-01-20 11:17:12
106,Taylor and Sons Smartphones,Electronics,Smartphones,Henderson-Wilson,1997.24,1475.8,26.11,White likely teacher one cut notice. Anything account piece require woman support.,https://dummyimage.com/959x268,6.51,2025-09-24 05:16:11
107,Designer Men Line,Clothing,Men,Hahn-Snyder,50.96,33.11,35.03,"News yourself grow end quality. Still thus allow as.
Pay building difference election. Size show show news to table. Page bit anyone watch sometimes while sense.",https://picsum.photos/744/685,2.07,2025-02-03 04:45:25
108,Luxury Skincare,Beauty,Skincare,Mullins PLC,172.03,113.6,33.97,"Case investment truth together weight. Some gun ahead certainly act south want. Full I sign its.
Produce political total. Within woman sometimes then. Information though red them return.",https://picsum.photos/258/581,8.03,2025-01-22 11:36:32
109,Barber-Benitez Skincare Essentials,Beauty,Skincare,Sims-Gomez,69.38,36.43,47.49,"Large occur accept fund.
Not thus physical mouth other go expect size. Public research mind easy foreign old state.",https://placekitten.com/260/992,16.65,2025-06-13 04:39:38
110,Accessories Plus,Electronics,Accessories,Martinez PLC,238.3,165.74,30.45,"Mission brother figure. Field magazine social central operation any.
Democratic standard major business give. Individual of not.",https://placekitten.com/339/50,2.53,2025-08-19 03:30:41
111,Modern Outdoor Set,Home & Garden,Outdoor,Rivers LLC,1304.78,898.24,31.16,"Stop stuff often be move. I and technology age join increase.
High before woman my experience consumer. Child weight question arrive. Consider require fear better central throw.",https://picsum.photos/834/478,3.18,2025-03-31 23:13:07
112,Pro Outdoor Gear,Sports,Outdoor,Ali-Peters,425.16,229.61,45.99,"Spend which per.
Art two event. Style herself goal place one.
Animal school none feel house. Store rise your there. Particular whatever five radio garden.",https://placekitten.com/355/846,12.22,2025-11-30 02:58:20
113,Luxury Haircare,Beauty,Haircare,"Terrell, Martinez and Wood",15.5,7.89,49.1,Act sea serve quite remember course. Personal space determine woman whose already manage region.,https://dummyimage.com/929x4,1.48,2025-08-23 08:42:24
114,Luxury Skincare,Beauty,Skincare,Stewart-Myers,27.43,16.79,38.79,They space wrong difficult. When true culture forget as personal. Lose space or.,https://picsum.photos/884/134,14.46,2025-09-06 13:49:35
115,Pope-Hobbs Pantry Mix,Food & Beverage,Pantry,"Garcia, Curtis and Lowe",60.83,45.83,24.66,"Military onto blue activity require or subject.
Pm eight inside right. Control case analysis camera once message. Find those simply challenge final garden.",https://placekitten.com/957/678,8.92,2025-07-25 06:52:25
116,Equipment Champion,Sports,Equipment,Castillo LLC,307.47,173.93,43.43,"Hundred step according act group. Boy fact create one she analysis ahead. Exist despite energy company suggest.
Cultural compare energy big. Her skin book very.",https://dummyimage.com/774x766,10.59,2025-08-07 06:40:16
117,Gold Furniture,Home & Garden,Furniture,Clark-Miller,346.37,274.94,20.62,Ask meet seem population meeting material less focus. Moment low what listen ok point. Power debate thus later doctor despite interesting help.,https://dummyimage.com/957x885,5.86,2025-05-09 03:55:39
118,Smartphones Plus,Electronics,Smartphones,Garcia Inc,1019.9,583.65,42.77,"National free push. Few spring raise ever relationship. Your sell science treatment.
Example get you watch state.
Pressure writer week tend dinner rich decide.",https://placekitten.com/262/625,16.68,2024-12-21 04:42:10
119,Weeks and Sons Organic Mix,Food & Beverage,Organic,Carroll-Lloyd,9.99,7.44,25.53,Term woman daughter hospital move could board. While police fight commercial push concern step. Major cost attorney white exist do process attorney. Happy action force travel.,https://picsum.photos/292/912,11.51,2025-11-02 16:08:06
120,Roberts Group Fragrances Collection,Beauty,Fragrances,Myers-Colon,65.01,36.54,43.79,"Eat tonight run leader treat contain. Believe recognize analysis those citizen think Mrs.
Training in seven building hard. Mean single improve close.",https://dummyimage.com/950x992,8.79,2025-01-12 22:29:04
121,Premium Laptops Pro,Electronics,Laptops,Jones Inc,899.57,503.92,43.98,"Key concern research throughout. Democratic recent student specific political respond to.
Know our any help cut. Hear draw before instead writer. Star quite as when benefit structure.",https://picsum.photos/823/647,15.6,2025-05-17 13:57:02
122,Ellis Inc Cameras,Electronics,Cameras,"Horton, Gregory and Compton",1284.79,786.6,38.78,"Compare seven reach within project attack. Part one him.
Onto write discussion pattern to final scene. People art hear father charge.
Draw rise write. School forget everything poor set minute.",https://picsum.photos/1006/143,2.15,2025-01-06 16:08:21
123,GreenYellow Decor,Home & Garden,Decor,Turner PLC,276.78,127.64,53.88,"Even sit bag win huge. Likely institution participant item. Standard soldier after high.
Organization check risk either less. Exist no lose four resource cultural trouble.
Technology room hear.",https://placekitten.com/754/118,13.65,2025-05-16 02:02:00
124,The Ahead Save,Books,Comics,"Skinner, Smith and Wise",19.54,15.41,21.14,"Relationship wind ball travel then coach. Education few whose probably him final. Sell under thank body of something.
See us huge final would. Ability attorney recent modern pressure run color.",https://picsum.photos/255/566,15.95,2025-04-29 07:33:18
125,Advanced analyzing flexibility,Books,Fiction,Frederick-Kennedy,20.84,8.95,57.05,"Investment he three yourself stage wait professor her. Wish their south able. Rise thousand catch own than evidence.
Later rather thank method produce about. Admit growth animal space for know.",https://picsum.photos/349/183,12.93,2025-06-04 07:58:06
126,"Vasquez, Pope and Cook Snacks Mix",Food & Beverage,Snacks,Huynh PLC,62.66,37.77,39.72,"Help response save high politics no. Speak difference break because become scientist.
Of camera finish herself. Financial operation couple.",https://dummyimage.com/70x655,12.14,2025-06-30 12:58:13
127,Proactive explicit strategy,Books,Non-Fiction,Gates Ltd,48.1,27.91,41.98,Worker process summer yard nature. Institution list give hot author risk. Recent crime task hour capital.,https://dummyimage.com/115x196,14.18,2025-06-19 11:18:36
128,Pro Apparel Equipment,Sports,Apparel,Delgado Group,266.15,123.36,53.65,Ten practice every president happen build bar. Political training different only would look really.,https://placekitten.com/254/424,15.81,2025-12-01 00:43:40
129,Anderson and Sons Haircare Kit,Beauty,Haircare,Miller Inc,22.52,9.86,56.22,Hair name institution war a. Animal watch toward fall move. Officer reason mission worry.,https://picsum.photos/293/417,6.73,2025-08-18 22:28:08
130,The Term Class,Books,Non-Fiction,Nelson PLC,46.25,24.24,47.59,"Image forget become training sing chair something. Act help why her bit.
Money then open southern. More red tend necessary.",https://dummyimage.com/959x587,12.91,2025-06-01 13:31:39
131,DarkCyan Decor,Home & Garden,Decor,Paul PLC,1011.77,740.19,26.84,While interest meet. Look middle your thousand. If pattern treat second.,https://dummyimage.com/764x231,3.69,2025-12-07 09:59:11
132,DarkOrchid Kids Pants,Clothing,Kids,"Robertson, Barry and Walls",285.09,169.49,40.55,Arm accept leave fear blue glass reveal. Great big man be method child. Tree according show economic. House federal into consider speech board just.,https://dummyimage.com/544x243,13.27,2025-06-25 08:54:38
133,Cooper Inc Pantry Mix,Food & Beverage,Pantry,"Young, Gregory and Peterson",15.71,8.65,44.94,Its face magazine. Easy check memory economic short ten. Project investment listen situation billion. Particularly country talk pick chance build husband.,https://dummyimage.com/874x105,0.97,2025-01-29 04:15:16
134,Modern Decor Set,Home & Garden,Decor,"Garcia, Lopez and Vaughan",1454.99,937.36,35.58,Fight best add necessary technology former. Sea open painting draw every once. Thought candidate sea build.,https://placekitten.com/44/341,7.42,2025-04-02 21:43:06
135,The Reveal No,Books,Children,"Nelson, White and Moore",25.78,13.22,48.72,"Recent these so lay remain modern field detail. Need commercial animal draw although.
Until establish so politics eat. Movement ability girl painting hard.",https://placekitten.com/217/782,1.14,2025-03-27 09:05:55
136,Pro Team Sports Equipment,Sports,Team Sports,White-Lopez,281.72,124.25,55.9,"Now wall Congress example financial. Stage reach could century.
Lawyer population I right case. Owner help again. Shake popular analysis.
Environment voice outside society. Whatever blood save.",https://picsum.photos/850/290,16.64,2025-12-06 16:28:49
137,Johnson Group Laptops,Electronics,Laptops,Garcia LLC,1642.57,1238.25,24.62,Past brother type turn. Page concern most. Consider interesting throw reach person expert then even.,https://dummyimage.com/788x722,7.78,2025-06-27 08:48:22
138,Premium Tablets Pro,Electronics,Tablets,Rose-Frank,487.85,257.33,47.25,"Dog able yes admit. Listen card body treat guess support single.
Leave structure necessary use inside. Still argue case while region.",https://picsum.photos/25/852,13.95,2025-10-10 16:40:41
139,Designer Accessrories Style,Clothing,Accessrories,Sanders Group,142.85,57.44,59.79,Represent election occur fill dinner use even. Miss within by deep. Argue hot state wish painting baby realize local.,https://picsum.photos/91/990,2.31,2025-01-05 02:18:58
140,Modern Decor Set,Home & Garden,Decor,"Garcia, Aguirre and Hernandez",465.7,195.17,58.09,"Physical marriage source central that natural why. Material lawyer college fast.
Office government author represent leave. Without shake kind under vote will major.",https://dummyimage.com/215x595,12.68,2025-02-16 21:03:10
141,Monitored maximized Local Area Network,Books,Non-Fiction,Gonzalez-Murphy,37.33,19.28,48.35,You main reduce live everything although. We certainly degree nothing. Similar artist speak smile without degree deep age.,https://dummyimage.com/329x894,10.52,2025-12-06 20:29:46
142,Crimson Furniture,Home & Garden,Furniture,Mosley and Sons,1431.04,883.86,38.24,"Box wide image minute about late. Plant police official already. Information national coach help girl.
Western have hair few film standard by. Power lay improve goal my mission share.",https://picsum.photos/203/179,5.15,2025-01-21 05:57:15
143,Premium Tablets Pro,Electronics,Tablets,"James, Gonzalez and Harrison",1587.61,854.01,46.21,"Whose trial include star region scientist. Vote site medical.
Film total training pull above. Allow ago so subject million scientist.",https://placekitten.com/258/242,16.29,2025-07-29 11:52:49
144,Designer Accessrories Collection,Clothing,Accessrories,"Knapp, Miller and Reyes",294.53,174.19,40.86,Play sing cost present develop create subject. Side process ever various physical point.,https://picsum.photos/365/64,4.11,2025-04-29 13:41:34
145,Organic Beverages,Food & Beverage,Beverages,Wilson-Robinson,88.92,46.79,47.38,Detail road vote environment. Current begin remain present level speak job. Two economic cup suffer response which.,https://dummyimage.com/765x131,5.79,2025-02-20 09:20:31
146,Gibbs-Howard Snacks Mix,Food & Beverage,Snacks,Lewis LLC,86.98,46.34,46.72,"Single business five action. Degree nothing focus discussion at exist. Money bill everyone part third.
Throughout instead series fish floor culture sort. Another ever budget laugh over option door.",https://picsum.photos/268/824,6.85,2025-11-30 08:12:15
147,CornflowerBlue Accessrories Shirt,Clothing,Accessrories,Horton-Gibson,212.24,116.08,45.31,"Visit bill difference stay catch year. Difficult because right speech staff Mr.
Employee size book.
Enough reach social here. Understand on build floor.",https://placekitten.com/169/722,10.95,2025-11-06 22:17:05
148,Crimson Furniture,Home & Garden,Furniture,"Palmer, Edwards and Blackburn",138.5,92.01,33.57,"Summer black candidate true. Window test message sister could everyone. Rather week officer bill.
Seat drive thus cost. Live most goal. Until base issue character.",https://placekitten.com/108/73,7.1,2025-03-30 19:25:44
149,Tablets X,Electronics,Tablets,Walsh-Mccarthy,1248.96,716.87,42.6,"Behind me red. School system reach color race coach forward.
While program into again. Thing color set act goal. On major easy body standard note wrong.",https://picsum.photos/683/991,16.04,2025-04-01 06:28:02
150,Luxury Makeup,Beauty,Makeup,Knapp Group,191.03,87.32,54.29,"Theory quickly tonight last when. Company travel give former operation war everybody.
Often reduce street. Item lawyer why society.
Wide material rate letter. Model face newspaper class.",https://placekitten.com/317/176,7.31,2025-04-01 13:17:06
151,The Material Worker,Books,Fiction,Orozco LLC,32.23,21.65,32.83,Community job then source cause. Economic indicate current figure father. Leave contain site street benefit money reason mean. Life into inside improve agree next.,https://picsum.photos/111/173,8.02,2025-04-01 08:40:48
152,Luxury Haircare,Beauty,Haircare,Walker Ltd,57.43,25.58,55.46,"Pick rest view south perhaps. Boy a page building best.
Listen strategy kitchen argue. Feel low contain dog.
Start race teacher pay it. Continue stand price. Memory record customer lose.",https://picsum.photos/246/797,15.52,2025-07-30 21:28:30
153,Hill-Holden Fragrances Collection,Beauty,Fragrances,Bailey Ltd,50.77,32.73,35.53,"Message company charge pretty none least. Everything several field hour. Heavy line probably office until simple moment.
Open oil once stop attack ahead. Discuss professor material quickly.",https://picsum.photos/766/60,17.98,2025-04-21 03:53:20
154,Fitness Champion,Sports,Fitness,Miller Inc,407.15,320.44,21.3,Data special throw growth. Nothing ten future radio whatever rock. Many strategy now list goal peace next. Soon keep personal them.,https://placekitten.com/589/153,17.84,2025-07-28 21:10:24
155,Organic Beverages,Food & Beverage,Beverages,Barron-Brown,72.05,55.55,22.9,Stage form serious treatment artist management south. Toward reflect she along wonder wear our.,https://dummyimage.com/106x792,4.81,2025-09-13 12:26:37
156,Fitness Champion,Sports,Fitness,"Smith, Gutierrez and Goodwin",186.84,117.51,37.11,"Animal soon their economic arm arm just. Analysis glass pretty each factor. Huge price prevent baby voice day relate spend.
Require walk sister fall president money. Five must bit get improve.",https://dummyimage.com/783x787,19.99,2025-01-03 16:27:03
157,Luxury Fragrances,Beauty,Fragrances,"Robinson, Johnson and Swanson",109.88,77.76,29.23,Tend site up sell southern network. Teach visit less occur nothing. Employee whether level yeah draw traditional exactly. Beat economic myself front house.,https://picsum.photos/131/902,13.63,2025-03-27 15:16:01
158,Modern Decor Piece,Home & Garden,Decor,"Love, Brown and Klein",1319.38,939.54,28.79,"Administration suddenly support music and. Glass back kitchen memory down.
He state indeed politics then central force. Friend impact present likely wind perform. Happy fact change option.",https://placekitten.com/856/248,6.15,2025-10-23 10:16:58
159,Designer Kids Style,Clothing,Kids,Steele Group,281.4,137.94,50.98,Bag night baby gun machine discover. Discover still would understand each training. Program painting somebody game brother impact measure chance.,https://placekitten.com/689/220,2.59,2025-01-04 00:06:50
160,PaleTurquoise Lighting,Home & Garden,Lighting,"Miller, Huang and Watkins",809.55,486.56,39.9,"Here just meet open war best father. Answer military modern meet up expect. Five condition century sport same writer.
Mind offer past between expect budget. Main difference college voice else.",https://dummyimage.com/245x910,16.87,2025-06-26 23:56:34
161,Multi-channeled attitude-oriented synergy,Books,Fiction,Mann LLC,42.14,17.33,58.88,"Beyond relate miss couple newspaper study.
We physical early. Heavy wall pull enter charge sport safe executive. Play become might rich degree. Attack newspaper decade concern industry enjoy.",https://dummyimage.com/653x232,10.01,2025-09-14 02:41:09
162,Adams-Lewis Tools Collection,Beauty,Tools,Leonard-Jenkins,65.04,50.9,21.74,"Human treatment environmental rock fund stand. Language determine then movie single. Way party form painting.
Sort bed relate.",https://picsum.photos/814/993,13.8,2025-02-16 09:18:22
163,Designer Accessrories Style,Clothing,Accessrories,"Bowen, Farmer and Perry",133.45,78.17,41.42,"Painting charge save society create paper fine.
Mention age ever dark enough prevent. Heavy involve develop image everything expect reflect. Each admit market hour head national board.",https://picsum.photos/969/476,19.51,2025-10-11 11:14:00
164,MediumSlateBlue Kids Dress,Clothing,Kids,"Porter, Chung and Young",161.77,71.58,55.75,"Method teach yeah bank bit recognize heart. Class security coach. Thank box those manager phone modern.
Industry across brother yet result they even. Past he practice center model daughter.",https://dummyimage.com/320x136,2.03,2025-08-21 13:37:10
165,Modern Outdoor Piece,Home & Garden,Outdoor,Jones and Sons,1298.96,736.84,43.27,"Evidence enjoy bill someone onto. Form sign option everyone southern the.
Collection situation writer before sound. Century little a back. Case southern international.",https://placekitten.com/246/891,10.02,2025-05-01 15:44:43
166,Upgradable interactive data-warehouse,Books,Children,Smith LLC,27.44,14.36,47.67,Treat trouble me actually. Almost ever long analysis receive. Ever arm occur air responsibility.,https://placekitten.com/568/397,11.71,2025-08-12 21:23:53
167,"Smith, Hood and Charles Smartphones",Electronics,Smartphones,Daniel Inc,598.64,382.54,36.1,"And part read important play success. Find night brother.
Structure beat us because truth consumer beat. Option whole short small design hear. Theory wall film race.",https://dummyimage.com/541x189,17.66,2025-05-04 08:44:05
168,Luxury Haircare,Beauty,Haircare,Clark-Lyons,155.13,84.76,45.36,"Stop some before significant election life all. Military piece little level. Head help open almost red picture.
Instead friend possible beyond.",https://dummyimage.com/220x862,1.56,2025-10-14 01:20:46
169,The Various Picture,Books,Children,Waller LLC,39.4,20.17,48.81,"Learn close a challenge third feeling. Continue tax job right.
Suffer hear local general likely rather recognize. Protect story relationship several benefit campaign several.",https://dummyimage.com/364x481,15.12,2025-05-07 03:09:59
170,Designer Shoes Collection,Clothing,Shoes,Simmons LLC,160.1,96.06,40.0,"Push lose end western conference huge. Strong let bar rather big television sound.
Five offer himself lawyer.",https://placekitten.com/528/404,3.06,2025-10-29 02:38:25
171,The Hit Apply,Books,Non-Fiction,White-Kelly,19.76,12.75,35.48,"Foot player other ground already school eat.
Behind risk plan issue ever will ready. Try tough usually star notice.
Force although participant rich.",https://picsum.photos/887/238,10.2,2025-07-27 03:35:46
172,The Painting Material,Books,Comics,Mason-Williams,27.04,16.9,37.5,Question evening imagine affect. Price ever leg so play best. Adult foot as explain Republican.,https://picsum.photos/707/170,11.72,2025-10-03 22:26:05
173,Potter LLC Snacks Mix,Food & Beverage,Snacks,"Manning, Fritz and Brooks",60.9,30.83,49.38,Her we but how. Yeah number condition city since. Nearly goal design too everything side.,https://picsum.photos/856/840,3.04,2025-08-21 14:18:11
174,Nguyen and Sons Makeup Collection,Beauty,Makeup,"Davis, Wood and Paul",16.0,12.47,22.06,Memory cover tree leader rich dream line. Follow fall thus debate leave. Raise kitchen drop computer left.,https://dummyimage.com/247x48,8.32,2025-06-22 03:55:09
175,Designer Accessrories Line,Clothing,Accessrories,Bowen LLC,158.02,101.86,35.54,Center during lot enough form really. Tonight man each employee far know skin. Nothing organization seven challenge eye.,https://picsum.photos/526/466,19.96,2025-11-12 21:36:33
176,Apparel Champion,Sports,Apparel,"Edwards, Brooks and Grimes",194.64,152.34,21.73,"That lot low here. Garden finally difference everything. Practice ground least tree.
Together scientist hair allow phone weight medical.",https://picsum.photos/934/363,12.24,2025-08-11 00:02:34
177,Designer Women Line,Clothing,Women,Flores Ltd,94.52,49.09,48.06,Long kind live between operation. Maintain notice ok technology born though since crime.,https://picsum.photos/374/396,6.41,2025-10-09 16:46:12
178,MediumAquaMarine Lighting,Home & Garden,Lighting,Phelps PLC,1401.88,1006.78,28.18,What wonder president small sister especially. Line task field certain free.,https://placekitten.com/783/667,17.93,2025-07-22 21:47:16
179,Team Sports Champion,Sports,Team Sports,"Moyer, Mccarthy and Wright",477.76,344.87,27.82,Heart big policy everybody hard type book care. Foot simple including charge. Operation off no just. Of several end most fact against.,https://picsum.photos/47/287,13.15,2025-08-23 20:34:51
180,Forbes-Moyer Fragrances Kit,Beauty,Fragrances,"Cook, Jones and Jones",50.66,37.04,26.89,"Sister mother sometimes suffer because two particular. Sell short issue everybody later.
Authority possible fund month realize star. Threat husband family perhaps hope across.",https://placekitten.com/80/260,4.92,2025-05-01 18:54:22
181,Mayer and Sons Tools Essentials,Beauty,Tools,Martinez-Gould,52.88,26.08,50.68,"Test take decade any just cup.
Sport behavior compare tree right business series build. Scientist group yet indeed decision before medical. Effort born lead account sound hundred tax.",https://placekitten.com/18/262,0.2,2025-02-15 22:14:26
182,The Hot Prepare,Books,Non-Fiction,"Pacheco, Barnett and Diaz",23.31,18.04,22.61,"Air daughter idea health. Perform agreement ago agreement like.
Another help out modern citizen address. Begin write both little work.",https://picsum.photos/449/265,12.95,2025-03-15 00:45:48
183,"Garza, Black and Huerta Snacks Mix",Food & Beverage,Snacks,Wolf-Anderson,66.27,32.66,50.72,"Product often various alone town his. Some woman add. Structure down however.
Lose tax could thank wife if yeah.",https://placekitten.com/227/246,3.81,2025-09-20 05:16:12
184,Luxury Haircare,Beauty,Haircare,Fox-Chan,176.58,71.29,59.63,"Modern song guy discover water most hear. Quite play teacher difficult. Must western interest dark.
Fast too will throw life carry.
Avoid remain property. Type party where arrive improve.",https://placekitten.com/822/252,17.8,2025-09-30 16:33:07
185,Designer Shoes Collection,Clothing,Shoes,"Gibson, Jones and Werner",148.39,70.8,52.29,"We American study eight phone. One then reality some serve different. Become rule where ten.
Student white instead point tend exactly right. Toward policy forget project economy.",https://picsum.photos/201/194,14.4,2025-10-10 03:45:00
186,Tablets Plus,Electronics,Tablets,"Strickland, Caldwell and Johnson",1592.0,998.36,37.29,"Agency watch better turn. Rock support effect. Good whole everybody situation foot recognize.
Decide side natural focus. Send sit common matter become goal.",https://dummyimage.com/606x364,6.63,2025-08-14 15:02:07
187,Fitness Champion,Sports,Fitness,"Arellano, Nguyen and Walker",100.54,45.87,54.38,"Nature property event manager street.
Themselves key specific certainly father. Tax low keep.",https://picsum.photos/505/263,15.1,2025-12-08 17:59:46
188,Modern Kitchen Set,Home & Garden,Kitchen,Garza-Brown,882.04,554.94,37.08,"Nice next arm. Live relationship as great western everybody.
Require make region. Worry Democrat laugh Mrs.",https://placekitten.com/847/330,9.36,2025-03-03 00:26:53
189,Gainsboro Accessrories Shirt,Clothing,Accessrories,Horton-Taylor,210.53,161.95,23.08,"Benefit great religious these. Before employee customer goal positive bank later. Model after paper word.
Believe ability world actually force fill. Nor teacher western country per consider despite.",https://dummyimage.com/246x638,4.46,2025-01-28 07:00:11
190,FireBrick Accessrories Dress,Clothing,Accessrories,"Spencer, Morgan and Diaz",58.66,41.01,30.09,Could identify group true TV specific travel. Better mind professional fly month offer mother hour.,https://picsum.photos/85/385,15.26,2025-04-15 17:01:56
191,Bell PLC Tools Essentials,Beauty,Tools,Rodgers-Warren,175.9,76.12,56.73,"He recognize treat better wear throughout Republican. Research manager number party.
Deal ready under above drive sport.
Would step head study. Choose out perform. Think institution now tell phone.",https://placekitten.com/919/263,11.5,2025-09-11 05:04:04
192,Designer Women Line,Clothing,Women,Mitchell-Hudson,108.51,65.99,39.19,"House those dark beat. Customer million along long born also hold.
Drop past just central. Shoulder production mean window shoulder right analysis add.",https://dummyimage.com/898x51,16.19,2025-01-13 09:09:48
193,Outdoor Champion,Sports,Outdoor,"Cantu, Wood and Thomas",261.49,152.38,41.73,"Accept about around hold note. Several along nation after station.
Population executive pattern last security raise partner. Woman PM look together lawyer these. Certain PM company whose yourself.",https://placekitten.com/855/943,5.16,2025-06-11 02:19:10
194,Farley-Ford Laptops,Electronics,Laptops,"Mueller, Cox and Ford",1177.71,492.42,58.19,"Popular degree center board present feel. Include current front three process view it wall. Really history project.
Shoulder political offer song character first early. Several main particular shake.",https://dummyimage.com/311x334,5.81,2025-02-01 10:24:47
195,SeaShell Women Jacket,Clothing,Women,Gray-Jackson,233.26,184.59,20.87,"Read stand us once consider thus wife water.
Those write though attention career feel. True book various whether culture plant. Represent we bar owner son.",https://picsum.photos/1002/652,13.69,2025-01-06 15:14:46
196,Hopkins-Cook Tools Essentials,Beauty,Tools,Navarro Inc,35.27,26.24,25.6,"Current like home receive establish heart. Sort table six imagine garden wall.
Cover example bar last public south tree. Time age campaign seven drug computer assume.",https://picsum.photos/187/187,16.71,2025-06-03 14:02:06
197,Organic Snacks,Food & Beverage,Snacks,Miller and Sons,97.91,57.3,41.48,"There offer country buy. Could support series direction.
Father include political design economy general drive according. Example claim article management total. People stage bag share.",https://placekitten.com/389/467,5.59,2025-02-21 16:08:12
198,Hayes-Thomas Skincare Kit,Beauty,Skincare,Kramer Group,16.12,10.7,33.62,Human add social product. Character watch describe administration. Change front against hot field western near. Couple parent material itself surface.,https://placekitten.com/262/756,8.98,2025-06-19 08:01:21
199,Luxury Skincare,Beauty,Skincare,"Leon, Hale and Winters",56.5,23.6,58.23,Occur treat remain participant spend eat none three. Memory believe seek perhaps ball make. Too water road at hope cover show Republican.,https://picsum.photos/399/578,4.76,2025-10-20 12:24:46
200,Pearson Group Tools Kit,Beauty,Tools,Garrett-Peters,70.59,45.12,36.08,Serve blue event every relationship law. Only follow admit appear. Need hard firm result nearly pick. How force structure alone executive not.,https://dummyimage.com/692x166,8.33,2025-04-29 20:48:05
